 0  0 0
 1  0 1
 2  0 2
 3  0 3
 4  0 4
 5  0 5
 6  0 6
 7  0 7
 8  0 8
 9  0 9
 10  0 10
 11  0 11
 12  0 12
 13  0 13
 14  0 14
 15  1 0
 16  1 1
 17  1 2
 18  1 3
 19  1 4
 20  1 5
 21  1 6
 22  1 7
 23  1 8
 24  1 9
 25  1 10
 26  1 11
 27  1 12
 28  1 13
 29  1 14
 30  2 0
 31  2 1
 32  2 2
 33  2 3
 34  2 4
 35  2 5
 36  2 6
 37  2 7
 38  2 8
 39  2 9
 40  2 10
 41  2 11
 42  2 12
 43  2 13
 44  2 14
 45  3 0
 46  3 1
 47  3 2
 48  3 3
 49  3 4
 50  3 5
 51  3 6
 52  3 7
 53  3 8
 54  3 9
 55  3 10
 56  3 11
 57  3 12
 58  3 13
 59  3 14
 60  4 0
 61  4 1
 62  4 2
 63  4 3
 64  4 4
 65  4 5
 66  4 6
 67  4 7
 68  4 8
 69  4 9
 70  4 10
 71  4 11
 72  4 12
 73  4 13
 74  4 14
 75  5 0
 76  5 1
 77  5 2
 78  5 3
 79  5 4
 80  5 5
 81  5 6
 82  5 7
 83  5 8
 84  5 9
 85  5 10
 86  5 11
 87  5 12
 88  5 13
 89  5 14
 90  6 0
 91  6 1
 92  6 2
 93  6 3
 94  6 4
 95  6 5
 96  6 6
 97  6 7
 98  6 8
 99  6 9
 100  6 10
 101  6 11
 102  6 12
 103  6 13
 104  6 14
 105  7 0
 106  7 1
 107  7 2
 108  7 3
 109  7 4
 110  7 5
 111  7 6
 112  7 7
 113  7 8
 114  7 9
 115  7 10
 116  7 11
 117  7 12
 118  7 13
 119  7 14
 120  8 0
 121  8 1
 122  8 2
 123  8 3
 124  8 4
 125  8 5
 126  8 6
 127  8 7
 128  8 8
 129  8 9
 130  8 10
 131  8 11
 132  8 12
 133  8 13
 134  8 14
 135  9 0
 136  9 1
 137  9 2
 138  9 3
 139  9 4
 140  9 5
 141  9 6
 142  9 7
 143  9 8
 144  9 9
 145  9 10
 146  9 11
 147  9 12
 148  9 13
 149  9 14
 150  10 0
 151  10 1
 152  10 2
 153  10 3
 154  10 4
 155  10 5
 156  10 6
 157  10 7
 158  10 8
 159  10 9
 160  10 10
 161  10 11
 162  10 12
 163  10 13
 164  10 14
 165  11 0
 166  11 1
 167  11 2
 168  11 3
 169  11 4
 170  11 5
 171  11 6
 172  11 7
 173  11 8
 174  11 9
 175  11 10
 176  11 11
 177  11 12
 178  11 13
 179  11 14
 180  12 0
 181  12 1
 182  12 2
 183  12 3
 184  12 4
 185  12 5
 186  12 6
 187  12 7
 188  12 8
 189  12 9
 190  12 10
 191  12 11
 192  12 12
 193  12 13
 194  12 14
 195  13 0
 196  13 1
 197  13 2
 198  13 3
 199  13 4
 200  13 5
 201  13 6
 202  13 7
 203  13 8
 204  13 9
 205  13 10
 206  13 11
 207  13 12
 208  13 13
 209  13 14
 210  14 0
 211  14 1
 212  14 2
 213  14 3
 214  14 4
 215  14 5
 216  14 6
 217  14 7
 218  14 8
 219  14 9
 220  14 10
 221  14 11
 222  14 12
 223  14 13
 224  14 14
