 0  0 0
 1  0 1
 2  0 2
 3  0 3
 4  0 4
 5  0 5
 6  0 6
 7  0 7
 8  0 8
 9  0 9
 10  0 10
 11  0 11
 12  0 12
 13  0 13
 14  0 14
 15  0 15
 16  0 16
 17  0 17
 18  0 18
 19  0 19
 20  0 20
 21  0 21
 22  0 22
 23  0 23
 24  0 24
 25  1 0
 26  1 1
 27  1 2
 28  1 3
 29  1 4
 30  1 5
 31  1 6
 32  1 7
 33  1 8
 34  1 9
 35  1 10
 36  1 11
 37  1 12
 38  1 13
 39  1 14
 40  1 15
 41  1 16
 42  1 17
 43  1 18
 44  1 19
 45  1 20
 46  1 21
 47  1 22
 48  1 23
 49  1 24
 50  2 0
 51  2 1
 52  2 2
 53  2 3
 54  2 4
 55  2 5
 56  2 6
 57  2 7
 58  2 8
 59  2 9
 60  2 10
 61  2 11
 62  2 12
 63  2 13
 64  2 14
 65  2 15
 66  2 16
 67  2 17
 68  2 18
 69  2 19
 70  2 20
 71  2 21
 72  2 22
 73  2 23
 74  2 24
 75  3 0
 76  3 1
 77  3 2
 78  3 3
 79  3 4
 80  3 5
 81  3 6
 82  3 7
 83  3 8
 84  3 9
 85  3 10
 86  3 11
 87  3 12
 88  3 13
 89  3 14
 90  3 15
 91  3 16
 92  3 17
 93  3 18
 94  3 19
 95  3 20
 96  3 21
 97  3 22
 98  3 23
 99  3 24
 100  4 0
 101  4 1
 102  4 2
 103  4 3
 104  4 4
 105  4 5
 106  4 6
 107  4 7
 108  4 8
 109  4 9
 110  4 10
 111  4 11
 112  4 12
 113  4 13
 114  4 14
 115  4 15
 116  4 16
 117  4 17
 118  4 18
 119  4 19
 120  4 20
 121  4 21
 122  4 22
 123  4 23
 124  4 24
 125  5 0
 126  5 1
 127  5 2
 128  5 3
 129  5 4
 130  5 5
 131  5 6
 132  5 7
 133  5 8
 134  5 9
 135  5 10
 136  5 11
 137  5 12
 138  5 13
 139  5 14
 140  5 15
 141  5 16
 142  5 17
 143  5 18
 144  5 19
 145  5 20
 146  5 21
 147  5 22
 148  5 23
 149  5 24
 150  6 0
 151  6 1
 152  6 2
 153  6 3
 154  6 4
 155  6 5
 156  6 6
 157  6 7
 158  6 8
 159  6 9
 160  6 10
 161  6 11
 162  6 12
 163  6 13
 164  6 14
 165  6 15
 166  6 16
 167  6 17
 168  6 18
 169  6 19
 170  6 20
 171  6 21
 172  6 22
 173  6 23
 174  6 24
 175  7 0
 176  7 1
 177  7 2
 178  7 3
 179  7 4
 180  7 5
 181  7 6
 182  7 7
 183  7 8
 184  7 9
 185  7 10
 186  7 11
 187  7 12
 188  7 13
 189  7 14
 190  7 15
 191  7 16
 192  7 17
 193  7 18
 194  7 19
 195  7 20
 196  7 21
 197  7 22
 198  7 23
 199  7 24
 200  8 0
 201  8 1
 202  8 2
 203  8 3
 204  8 4
 205  8 5
 206  8 6
 207  8 7
 208  8 8
 209  8 9
 210  8 10
 211  8 11
 212  8 12
 213  8 13
 214  8 14
 215  8 15
 216  8 16
 217  8 17
 218  8 18
 219  8 19
 220  8 20
 221  8 21
 222  8 22
 223  8 23
 224  8 24
 225  9 0
 226  9 1
 227  9 2
 228  9 3
 229  9 4
 230  9 5
 231  9 6
 232  9 7
 233  9 8
 234  9 9
 235  9 10
 236  9 11
 237  9 12
 238  9 13
 239  9 14
 240  9 15
 241  9 16
 242  9 17
 243  9 18
 244  9 19
 245  9 20
 246  9 21
 247  9 22
 248  9 23
 249  9 24
 250  10 0
 251  10 1
 252  10 2
 253  10 3
 254  10 4
 255  10 5
 256  10 6
 257  10 7
 258  10 8
 259  10 9
 260  10 10
 261  10 11
 262  10 12
 263  10 13
 264  10 14
 265  10 15
