 0  0 0
 1  0 1
 2  0 2
 3  0 3
 4  0 4
 5  0 5
 6  0 6
 7  0 7
 8  0 8
 9  0 9
 10  0 10
 11  0 11
 12  0 12
 13  0 13
 14  0 14
 15  0 15
 16  0 16
 17  0 17
 18  0 18
 19  0 19
 20  0 20
 21  0 21
 22  0 22
 23  0 23
 24  0 24
 25  0 25
 26  0 26
 27  0 27
 28  0 28
 29  0 29
 30  0 30
 31  0 31
 32  0 32
 33  0 33
 34  0 34
 35  0 35
 36  0 36
 37  0 37
 38  0 38
 39  0 39
 40  1 0
 41  1 1
 42  1 2
 43  1 3
 44  1 4
 45  1 5
 46  1 6
 47  1 7
 48  1 8
 49  1 9
 50  1 10
 51  1 11
 52  1 12
 53  1 13
 54  1 14
 55  1 15
 56  1 16
 57  1 17
 58  1 18
 59  1 19
 60  1 20
 61  1 21
 62  1 22
 63  1 23
 64  1 24
 65  1 25
 66  1 26
 67  1 27
 68  1 28
 69  1 29
 70  1 30
 71  1 31
 72  1 32
 73  1 33
 74  1 34
 75  1 35
 76  1 36
 77  1 37
 78  1 38
 79  1 39
 80  2 0
 81  2 1
 82  2 2
 83  2 3
 84  2 4
 85  2 5
 86  2 6
 87  2 7
 88  2 8
 89  2 9
 90  2 10
 91  2 11
 92  2 12
 93  2 13
 94  2 14
 95  2 15
 96  2 16
 97  2 17
 98  2 18
 99  2 19
 100  2 20
 101  2 21
 102  2 22
 103  2 23
 104  2 24
 105  2 25
 106  2 26
 107  2 27
 108  2 28
 109  2 29
 110  2 30
 111  2 31
 112  2 32
 113  2 33
 114  2 34
 115  2 35
 116  2 36
 117  2 37
 118  2 38
 119  2 39
 120  3 0
 121  3 1
 122  3 2
 123  3 3
 124  3 4
 125  3 5
 126  3 6
 127  3 7
 128  3 8
 129  3 9
 130  3 10
 131  3 11
 132  3 12
 133  3 13
 134  3 14
 135  3 15
 136  3 16
 137  3 17
 138  3 18
 139  3 19
 140  3 20
 141  3 21
 142  3 22
 143  3 23
 144  3 24
 145  3 25
 146  3 26
 147  3 27
 148  3 28
 149  3 29
 150  3 30
 151  3 31
 152  3 32
 153  3 33
 154  3 34
 155  3 35
 156  3 36
 157  3 37
 158  3 38
 159  3 39
 160  4 0
 161  4 1
 162  4 2
 163  4 3
 164  4 4
 165  4 5
 166  4 6
 167  4 7
 168  4 8
 169  4 9
 170  4 10
 171  4 11
 172  4 12
 173  4 13
 174  4 14
 175  4 15
 176  4 16
 177  4 17
 178  4 18
 179  4 19
 180  4 20
 181  4 21
 182  4 22
 183  4 23
 184  4 24
 185  4 25
 186  4 26
 187  4 27
 188  4 28
 189  4 29
 190  4 30
 191  4 31
 192  4 32
 193  4 33
 194  4 34
 195  4 35
 196  4 36
 197  4 37
 198  4 38
 199  4 39
 200  5 0
 201  5 1
 202  5 2
 203  5 3
 204  5 4
 205  5 5
 206  5 6
 207  5 7
 208  5 8
 209  5 9
 210  5 10
 211  5 11
 212  5 12
 213  5 13
 214  5 14
 215  5 15
 216  5 16
 217  5 17
 218  5 18
 219  5 19
 220  5 20
 221  5 21
 222  5 22
 223  5 23
 224  5 24
 225  5 25
 226  5 26
 227  5 27
 228  5 28
 229  5 29
 230  5 30
 231  5 31
 232  5 32
 233  5 33
 234  5 34
 235  5 35
 236  5 36
 237  5 37
 238  5 38
 239  5 39
 240  6 0
 241  6 1
 242  6 2
 243  6 3
 244  6 4
 245  6 5
 246  6 6
 247  6 7
 248  6 8
 249  6 9
 250  6 10
 251  6 11
 252  6 12
 253  6 13
 254  6 14
 255  6 15
 256  6 16
 257  6 17
 258  6 18
 259  6 19
 260  6 20
 261  6 21
 262  6 22
 263  6 23
 264  6 24
 265  6 25
